filename,label
images/benign (391).png,benign
images/malignant (163).png,malignant
images/normal (115).png,benign
images/malignant (180).png,malignant
images/benign (357).png,benign
images/benign (10).png,benign
images/normal (129).png,benign
images/benign (54).png,benign
images/malignant (13).png,malignant
images/benign (254).png,benign
images/benign (82).png,benign
images/benign (393).png,benign
images/malignant (134).png,malignant
images/benign (301).png,benign
images/malignant (130).png,malignant
images/normal (93).png,benign
images/normal (105).png,benign
images/benign (353).png,benign
images/malignant (42).png,malignant
images/malignant (177).png,malignant
images/benign (306).png,benign
images/benign (421).png,benign
images/benign (270).png,benign
images/benign (122).png,benign
images/benign (240).png,benign
images/malignant (149).png,malignant
images/benign (91).png,benign
images/benign (350).png,benign
images/benign (272).png,benign
images/normal (34).png,benign
images/malignant (46).png,malignant
images/malignant (19).png,malignant
images/benign (128).png,benign
images/malignant (25).png,malignant
images/benign (50).png,benign
images/benign (258).png,benign
images/benign (65).png,benign
images/malignant (145).png,malignant
images/benign (430).png,benign
images/malignant (82).png,malignant
images/benign (383).png,benign
images/benign (219).png,benign
images/malignant (116).png,malignant
images/normal (107).png,benign
images/normal (67).png,benign
images/benign (425).png,benign
images/benign (49).png,benign
images/normal (108).png,benign
images/benign (374).png,benign
images/malignant (73).png,malignant
images/malignant (159).png,malignant
images/benign (248).png,benign
images/benign (392).png,benign
images/malignant (202).png,malignant
images/malignant (109).png,malignant
images/malignant (86).png,malignant
images/benign (293).png,benign
images/normal (90).png,benign
images/benign (370).png,benign
images/benign (159).png,benign
images/malignant (53).png,malignant
images/normal (96).png,benign
images/malignant (35).png,malignant
images/benign (215).png,benign
images/benign (199).png,benign
images/benign (420).png,benign
images/benign (228).png,benign
images/benign (213).png,benign
images/malignant (20).png,malignant
images/benign (94).png,benign
images/benign (72).png,benign
images/malignant (14).png,malignant
images/malignant (81).png,malignant
images/normal (81).png,benign
images/malignant (204).png,malignant
images/benign (24).png,benign
images/normal (56).png,benign
images/benign (175).png,benign
images/benign (197).png,benign
images/benign (363).png,benign
images/normal (10).png,benign
images/malignant (9).png,malignant
images/benign (194).png,benign
images/benign (367).png,benign
images/malignant (124).png,malignant
images/benign (140).png,benign
images/benign (286).png,benign
images/benign (206).png,benign
images/normal (39).png,benign
images/benign (345).png,benign
images/benign (96).png,benign
images/benign (86).png,benign
images/benign (318).png,benign
images/benign (181).png,benign
images/normal (41).png,benign
images/normal (33).png,benign
images/benign (195).png,benign
images/malignant (76).png,malignant
images/benign (382).png,benign
images/benign (330).png,benign
images/benign (359).png,benign
images/benign (227).png,benign
images/benign (297).png,benign
images/benign (212).png,benign
images/benign (356).png,benign
images/malignant (43).png,malignant
images/malignant (17).png,malignant
images/benign (113).png,benign
images/benign (93).png,benign
images/benign (190).png,benign
images/malignant (174).png,malignant
images/benign (115).png,benign
images/benign (216).png,benign
images/malignant (69).png,malignant
images/normal (128).png,benign
images/normal (43).png,benign
images/benign (352).png,benign
images/benign (203).png,benign
images/malignant (64).png,malignant
images/malignant (112).png,malignant
images/malignant (103).png,malignant
images/benign (436).png,benign
images/benign (419).png,benign
images/benign (304).png,benign
images/malignant (27).png,malignant
images/benign (435).png,benign
images/benign (283).png,benign
images/benign (131).png,benign
images/benign (296).png,benign
images/malignant (88).png,malignant
images/benign (75).png,benign
images/benign (126).png,benign
images/benign (191).png,benign
images/normal (89).png,benign
images/benign (209).png,benign
images/malignant (113).png,malignant
images/benign (99).png,benign
images/malignant (39).png,malignant
images/benign (379).png,benign
images/benign (277).png,benign
images/normal (38).png,benign
images/normal (111).png,benign
images/benign (2).png,benign
images/benign (423).png,benign
images/benign (167).png,benign
images/benign (132).png,benign
images/benign (150).png,benign
images/benign (101).png,benign
images/malignant (97).png,malignant
images/malignant (190).png,malignant
images/malignant (162).png,malignant
images/benign (298).png,benign
images/benign (349).png,benign
images/benign (256).png,benign
images/malignant (49).png,malignant
images/benign (424).png,benign
images/benign (9).png,benign
images/benign (413).png,benign
images/benign (426).png,benign
images/benign (332).png,benign
images/benign (261).png,benign
images/benign (205).png,benign
images/benign (153).png,benign
images/benign (262).png,benign
images/malignant (79).png,malignant
images/benign (322).png,benign
images/malignant (1).png,malignant
images/normal (133).png,benign
images/malignant (195).png,malignant
images/malignant (133).png,malignant
images/normal (29).png,benign
images/normal (72).png,benign
images/malignant (128).png,malignant
images/benign (335).png,benign
images/malignant (65).png,malignant
images/malignant (120).png,malignant
images/benign (169).png,benign
images/normal (2).png,benign
images/benign (18).png,benign
images/benign (84).png,benign
images/malignant (138).png,malignant
images/benign (220).png,benign
images/normal (88).png,benign
images/benign (327).png,benign
images/malignant (205).png,malignant
images/benign (358).png,benign
images/benign (198).png,benign
images/malignant (52).png,malignant
images/benign (68).png,benign
images/malignant (71).png,malignant
images/malignant (191).png,malignant
images/benign (95).png,benign
images/benign (81).png,benign
images/malignant (72).png,malignant
images/malignant (135).png,malignant
images/malignant (186).png,malignant
images/benign (230).png,benign
images/benign (333).png,benign
images/malignant (178).png,malignant
images/malignant (152).png,malignant
images/benign (12).png,benign
images/benign (163).png,benign
images/normal (126).png,benign
images/normal (114).png,benign
images/benign (64).png,benign
images/malignant (189).png,malignant
images/benign (141).png,benign
images/benign (260).png,benign
images/malignant (170).png,malignant
images/malignant (153).png,malignant
images/benign (407).png,benign
images/malignant (94).png,malignant
images/benign (207).png,benign
images/normal (23).png,benign
images/malignant (62).png,malignant
images/benign (337).png,benign
images/benign (4).png,benign
images/benign (103).png,benign
images/benign (360).png,benign
images/malignant (63).png,malignant
images/benign (303).png,benign
images/normal (131).png,benign
images/normal (73).png,benign
images/benign (268).png,benign
images/malignant (98).png,malignant
images/malignant (11).png,malignant
images/normal (28).png,benign
images/benign (46).png,benign
images/benign (15).png,benign
images/normal (65).png,benign
images/malignant (57).png,malignant
images/benign (161).png,benign
images/benign (400).png,benign
images/benign (90).png,benign
images/malignant (108).png,malignant
images/benign (307).png,benign
images/malignant (51).png,malignant
images/normal (95).png,benign
images/benign (312).png,benign
images/normal (112).png,benign
images/benign (61).png,benign
images/malignant (156).png,malignant
images/malignant (58).png,malignant
images/normal (27).png,benign
images/malignant (200).png,malignant
images/malignant (15).png,malignant
images/malignant (32).png,malignant
images/normal (13).png,benign
images/benign (98).png,benign
images/malignant (164).png,malignant
images/benign (51).png,benign
images/benign (415).png,benign
images/malignant (66).png,malignant
images/benign (253).png,benign
images/normal (31).png,benign
images/benign (404).png,benign
images/malignant (31).png,malignant
images/normal (58).png,benign
images/normal (106).png,benign
images/normal (74).png,benign
images/benign (251).png,benign
images/benign (417).png,benign
images/benign (279).png,benign
images/benign (236).png,benign
images/benign (179).png,benign
images/benign (145).png,benign
images/benign (372).png,benign
images/benign (77).png,benign
images/malignant (131).png,malignant
images/normal (48).png,benign
images/benign (225).png,benign
images/benign (26).png,benign
images/benign (56).png,benign
images/benign (87).png,benign
images/normal (97).png,benign
images/benign (226).png,benign
images/benign (214).png,benign
images/malignant (92).png,malignant
images/normal (100).png,benign
images/benign (92).png,benign
images/benign (186).png,benign
images/normal (60).png,benign
images/benign (217).png,benign
images/malignant (158).png,malignant
images/benign (299).png,benign
images/benign (48).png,benign
images/benign (314).png,benign
images/malignant (142).png,malignant
images/benign (252).png,benign
images/benign (173).png,benign
images/benign (346).png,benign
images/malignant (56).png,malignant
images/normal (87).png,benign
images/benign (13).png,benign
images/benign (204).png,benign
images/benign (43).png,benign
images/malignant (188).png,malignant
images/benign (355).png,benign
images/malignant (100).png,malignant
images/malignant (78).png,malignant
images/benign (193).png,benign
images/malignant (6).png,malignant
images/benign (135).png,benign
images/malignant (28).png,malignant
images/normal (77).png,benign
images/normal (37).png,benign
images/malignant (166).png,malignant
images/malignant (183).png,malignant
images/benign (30).png,benign
images/malignant (184).png,malignant
images/benign (130).png,benign
images/benign (395).png,benign
images/benign (313).png,benign
images/malignant (147).png,malignant
images/benign (47).png,benign
images/benign (188).png,benign
images/benign (342).png,benign
images/malignant (47).png,malignant
images/benign (202).png,benign
images/benign (249).png,benign
images/benign (231).png,benign
images/benign (166).png,benign
images/normal (52).png,benign
images/normal (50).png,benign
images/malignant (48).png,malignant
images/malignant (18).png,malignant
images/benign (21).png,benign
images/malignant (117).png,malignant
images/benign (6).png,benign
images/malignant (210).png,malignant
images/benign (276).png,benign
images/benign (222).png,benign
images/benign (223).png,benign
images/benign (1).png,benign
images/normal (17).png,benign
images/benign (123).png,benign
images/benign (325).png,benign
images/malignant (194).png,malignant
images/malignant (151).png,malignant
images/benign (108).png,benign
images/normal (7).png,benign
images/benign (218).png,benign
images/benign (408).png,benign
images/malignant (121).png,malignant
images/benign (112).png,benign
images/benign (263).png,benign
images/benign (32).png,benign
images/benign (120).png,benign
images/benign (100).png,benign
images/normal (91).png,benign
images/benign (224).png,benign
images/malignant (106).png,malignant
images/benign (23).png,benign
images/malignant (24).png,malignant
images/benign (107).png,benign
images/benign (324).png,benign
images/benign (432).png,benign
images/benign (60).png,benign
images/normal (30).png,benign
images/benign (336).png,benign
images/normal (125).png,benign
images/benign (247).png,benign
images/benign (416).png,benign
images/malignant (4).png,malignant
images/benign (399).png,benign
images/benign (38).png,benign
images/benign (53).png,benign
images/malignant (199).png,malignant
images/malignant (67).png,malignant
images/benign (364).png,benign
images/malignant (5).png,malignant
images/malignant (193).png,malignant
images/malignant (129).png,malignant
images/benign (320).png,benign
images/benign (59).png,benign
images/malignant (123).png,malignant
images/benign (192).png,benign
images/normal (75).png,benign
images/benign (235).png,benign
images/normal (1).png,benign
images/benign (340).png,benign
images/benign (316).png,benign
images/malignant (196).png,malignant
images/benign (160).png,benign
images/benign (300).png,benign
images/benign (40).png,benign
images/benign (171).png,benign
images/malignant (90).png,malignant
images/benign (289).png,benign
images/benign (155).png,benign
images/normal (124).png,benign
images/normal (110).png,benign
images/normal (9).png,benign
images/malignant (44).png,malignant
images/benign (138).png,benign
images/malignant (34).png,malignant
images/benign (162).png,benign
images/benign (185).png,benign
images/malignant (161).png,malignant
images/benign (37).png,benign
images/benign (376).png,benign
images/benign (378).png,benign
images/normal (20).png,benign
images/benign (144).png,benign
images/malignant (23).png,malignant
images/malignant (137).png,malignant
images/benign (149).png,benign
images/normal (55).png,benign
images/benign (134).png,benign
images/malignant (33).png,malignant
images/benign (422).png,benign
images/benign (245).png,benign
images/malignant (208).png,malignant
images/benign (45).png,benign
images/malignant (182).png,malignant
images/benign (52).png,benign
images/benign (127).png,benign
images/benign (414).png,benign
images/malignant (146).png,malignant
images/normal (122).png,benign
images/benign (180).png,benign
images/benign (433).png,benign
images/benign (63).png,benign
images/benign (182).png,benign
images/benign (119).png,benign
images/benign (17).png,benign
images/normal (42).png,benign
images/benign (3).png,benign
images/benign (292).png,benign
images/benign (267).png,benign
images/malignant (172).png,malignant
images/normal (117).png,benign
images/benign (27).png,benign
images/benign (348).png,benign
images/benign (129).png,benign
images/benign (74).png,benign
images/benign (170).png,benign
images/normal (78).png,benign
images/benign (58).png,benign
images/benign (97).png,benign
images/benign (387).png,benign
images/malignant (125).png,malignant
images/malignant (101).png,malignant
images/benign (373).png,benign
images/normal (104).png,benign
images/benign (381).png,benign
images/benign (67).png,benign
images/benign (265).png,benign
images/benign (114).png,benign
images/normal (44).png,benign
images/malignant (150).png,malignant
images/benign (429).png,benign
images/malignant (80).png,malignant
images/normal (109).png,benign
images/benign (396).png,benign
images/benign (371).png,benign
images/normal (102).png,benign
images/benign (57).png,benign
images/benign (431).png,benign
images/normal (76).png,benign
images/benign (288).png,benign
images/normal (84).png,benign
images/benign (16).png,benign
images/normal (40).png,benign
images/malignant (68).png,malignant
images/benign (156).png,benign
images/normal (68).png,benign
images/malignant (75).png,malignant
images/normal (101).png,benign
images/benign (196).png,benign
images/malignant (173).png,malignant
images/benign (172).png,benign
images/malignant (37).png,malignant
images/normal (4).png,benign
images/benign (221).png,benign
images/benign (339).png,benign
images/benign (285).png,benign
images/benign (164).png,benign
images/normal (64).png,benign
images/benign (271).png,benign
images/benign (280).png,benign
images/benign (437).png,benign
images/malignant (99).png,malignant
images/benign (168).png,benign
images/normal (83).png,benign
images/benign (233).png,benign
images/malignant (155).png,malignant
images/malignant (115).png,malignant
images/malignant (127).png,malignant
images/benign (102).png,benign
images/benign (165).png,benign
images/benign (28).png,benign
images/benign (385).png,benign
images/normal (71).png,benign
images/malignant (154).png,malignant
images/benign (323).png,benign
images/normal (45).png,benign
images/benign (266).png,benign
images/benign (257).png,benign
images/malignant (160).png,malignant
images/malignant (165).png,malignant
images/benign (412).png,benign
images/benign (290).png,benign
images/malignant (16).png,malignant
images/benign (133).png,benign
images/benign (388).png,benign
images/benign (331).png,benign
images/normal (94).png,benign
images/normal (21).png,benign
images/benign (148).png,benign
images/benign (208).png,benign
images/malignant (187).png,malignant
images/benign (250).png,benign
images/benign (238).png,benign
images/malignant (171).png,malignant
images/benign (398).png,benign
images/malignant (104).png,malignant
images/malignant (114).png,malignant
images/benign (397).png,benign
images/normal (118).png,benign
images/malignant (118).png,malignant
images/normal (98).png,benign
images/benign (143).png,benign
images/benign (34).png,benign
images/benign (116).png,benign
images/malignant (175).png,malignant
images/malignant (169).png,malignant
images/benign (41).png,benign
images/benign (22).png,benign
images/benign (183).png,benign
images/benign (136).png,benign
images/benign (305).png,benign
images/normal (103).png,benign
images/malignant (119).png,malignant
images/malignant (126).png,malignant
images/normal (123).png,benign
