filename,label
images/benign (101).png,benign
images/malignant (140).png,malignant
images/normal (122).png,benign
images/malignant (4).png,malignant
images/normal (1).png,benign
images/benign (285).png,benign
images/normal (90).png,benign
images/benign (47).png,benign
images/malignant (121).png,malignant
images/benign (433).png,benign
images/benign (398).png,benign
images/benign (23).png,benign
images/malignant (60).png,malignant
images/benign (332).png,benign
images/malignant (101).png,malignant
images/normal (25).png,benign
images/normal (59).png,benign
images/benign (178).png,benign
images/malignant (186).png,malignant
images/malignant (83).png,malignant
images/benign (250).png,benign
images/benign (337).png,benign
images/benign (60).png,benign
images/benign (267).png,benign
images/benign (158).png,benign
images/malignant (192).png,malignant
images/benign (392).png,benign
images/benign (268).png,benign
images/benign (237).png,benign
images/normal (77).png,benign
images/malignant (144).png,malignant
images/malignant (22).png,malignant
images/benign (38).png,benign
images/malignant (97).png,malignant
images/benign (331).png,benign
images/benign (173).png,benign
images/benign (109).png,benign
images/benign (168).png,benign
images/benign (366).png,benign
images/malignant (149).png,malignant
images/benign (380).png,benign
images/benign (349).png,benign
images/malignant (116).png,malignant
images/normal (109).png,benign
images/normal (125).png,benign
images/benign (49).png,benign
images/benign (126).png,benign
images/normal (119).png,benign
images/benign (315).png,benign
images/malignant (123).png,malignant
images/malignant (61).png,malignant
images/benign (362).png,benign
images/benign (117).png,benign
images/malignant (150).png,malignant
images/malignant (12).png,malignant
images/malignant (99).png,malignant
images/benign (92).png,benign
images/normal (41).png,benign
images/benign (19).png,benign
images/benign (408).png,benign
images/malignant (113).png,malignant
images/normal (34).png,benign
images/malignant (71).png,malignant
images/benign (86).png,benign
images/benign (120).png,benign
images/benign (83).png,benign
images/benign (427).png,benign
images/benign (409).png,benign
images/malignant (33).png,malignant
images/benign (432).png,benign
images/benign (81).png,benign
images/malignant (145).png,malignant
images/malignant (85).png,malignant
images/normal (85).png,benign
images/malignant (152).png,malignant
images/benign (5).png,benign
images/normal (36).png,benign
images/benign (21).png,benign
images/benign (312).png,benign
images/benign (363).png,benign
images/normal (64).png,benign
images/malignant (197).png,malignant
images/benign (198).png,benign
images/benign (269).png,benign
images/malignant (102).png,malignant
images/benign (378).png,benign
images/benign (286).png,benign
images/benign (415).png,benign
images/normal (18).png,benign
images/benign (134).png,benign
images/benign (354).png,benign
images/benign (248).png,benign
images/benign (195).png,benign
images/benign (77).png,benign
images/normal (57).png,benign
images/normal (97).png,benign
images/benign (321).png,benign
images/malignant (87).png,malignant
images/benign (46).png,benign
images/benign (424).png,benign
images/benign (141).png,benign
images/benign (154).png,benign
images/benign (387).png,benign
images/benign (1).png,benign
images/benign (214).png,benign
images/malignant (184).png,malignant
images/malignant (92).png,malignant
images/benign (311).png,benign
images/benign (287).png,benign
images/benign (127).png,benign
images/malignant (147).png,malignant
images/benign (2).png,benign
images/benign (63).png,benign
images/malignant (110).png,malignant
images/normal (33).png,benign
images/normal (130).png,benign
images/benign (137).png,benign
images/benign (153).png,benign
images/malignant (64).png,malignant
images/malignant (55).png,malignant
images/malignant (203).png,malignant
images/benign (68).png,benign
images/benign (194).png,benign
images/benign (289).png,benign
images/malignant (31).png,malignant
images/benign (339).png,benign
images/benign (27).png,benign
images/benign (34).png,benign
images/benign (236).png,benign
images/malignant (90).png,malignant
images/benign (393).png,benign
images/benign (160).png,benign
images/benign (429).png,benign
images/normal (63).png,benign
images/benign (361).png,benign
images/malignant (171).png,malignant
images/benign (55).png,benign
images/malignant (194).png,malignant
images/benign (31).png,benign
images/benign (71).png,benign
images/normal (46).png,benign
images/normal (101).png,benign
images/benign (417).png,benign
images/benign (272).png,benign
images/benign (355).png,benign
images/benign (130).png,benign
images/benign (318).png,benign
images/benign (273).png,benign
images/malignant (169).png,malignant
images/malignant (24).png,malignant
images/malignant (56).png,malignant
images/benign (341).png,benign
images/benign (75).png,benign
images/benign (53).png,benign
images/malignant (173).png,malignant
images/benign (356).png,benign
images/benign (9).png,benign
images/benign (82).png,benign
images/benign (426).png,benign
images/benign (133).png,benign
images/benign (16).png,benign
images/normal (116).png,benign
images/benign (371).png,benign
images/benign (118).png,benign
images/malignant (106).png,malignant
images/benign (29).png,benign
images/malignant (179).png,malignant
images/normal (47).png,benign
images/malignant (114).png,malignant
images/malignant (91).png,malignant
images/normal (117).png,benign
images/normal (121).png,benign
images/malignant (188).png,malignant
images/benign (121).png,benign
images/malignant (200).png,malignant
images/malignant (93).png,malignant
images/benign (389).png,benign
images/normal (7).png,benign
images/benign (434).png,benign
images/benign (217).png,benign
images/malignant (95).png,malignant
images/benign (144).png,benign
images/normal (100).png,benign
images/benign (346).png,benign
images/malignant (195).png,malignant
images/benign (44).png,benign
images/benign (230).png,benign
images/malignant (128).png,malignant
images/benign (239).png,benign
images/malignant (51).png,malignant
images/malignant (132).png,malignant
images/benign (364).png,benign
images/benign (115).png,benign
images/malignant (107).png,malignant
images/malignant (160).png,malignant
images/malignant (25).png,malignant
images/benign (40).png,benign
images/benign (124).png,benign
images/malignant (111).png,malignant
images/malignant (3).png,malignant
images/benign (388).png,benign
images/benign (260).png,benign
images/normal (89).png,benign
images/normal (29).png,benign
images/benign (213).png,benign
images/malignant (89).png,malignant
images/benign (384).png,benign
images/benign (13).png,benign
images/malignant (21).png,malignant
images/malignant (135).png,malignant
images/benign (344).png,benign
images/malignant (191).png,malignant
images/benign (284).png,benign
images/normal (72).png,benign
images/malignant (161).png,malignant
images/benign (164).png,benign
images/benign (343).png,benign
images/benign (125).png,benign
images/benign (52).png,benign
images/malignant (84).png,malignant
images/benign (176).png,benign
images/normal (58).png,benign
images/normal (114).png,benign
images/benign (291).png,benign
images/malignant (19).png,malignant
images/malignant (142).png,malignant
images/normal (91).png,benign
images/benign (169).png,benign
images/benign (329).png,benign
images/normal (51).png,benign
images/malignant (201).png,malignant
images/benign (140).png,benign
images/benign (114).png,benign
images/benign (232).png,benign
images/malignant (45).png,malignant
images/benign (307).png,benign
images/malignant (204).png,malignant
images/normal (129).png,benign
images/benign (192).png,benign
images/normal (112).png,benign
images/benign (79).png,benign
images/benign (396).png,benign
images/malignant (14).png,malignant
images/normal (103).png,benign
images/malignant (170).png,malignant
images/malignant (176).png,malignant
images/malignant (69).png,malignant
images/normal (13).png,benign
images/benign (243).png,benign
images/malignant (65).png,malignant
images/benign (58).png,benign
images/benign (379).png,benign
images/malignant (40).png,malignant
images/benign (425).png,benign
images/normal (60).png,benign
images/benign (350).png,benign
images/malignant (162).png,malignant
images/normal (50).png,benign
images/normal (3).png,benign
images/normal (53).png,benign
images/benign (212).png,benign
images/benign (102).png,benign
images/benign (66).png,benign
images/benign (325).png,benign
images/benign (14).png,benign
images/benign (145).png,benign
images/benign (256).png,benign
images/benign (105).png,benign
images/malignant (119).png,malignant
images/normal (49).png,benign
images/benign (391).png,benign
images/benign (278).png,benign
images/benign (56).png,benign
images/normal (28).png,benign
images/normal (37).png,benign
images/benign (216).png,benign
images/benign (111).png,benign
images/malignant (20).png,malignant
images/normal (44).png,benign
images/benign (234).png,benign
images/benign (88).png,benign
images/normal (107).png,benign
images/benign (369).png,benign
images/malignant (120).png,malignant
images/benign (80).png,benign
images/benign (303).png,benign
images/benign (314).png,benign
images/malignant (96).png,malignant
images/benign (171).png,benign
images/benign (247).png,benign
images/benign (252).png,benign
images/malignant (26).png,malignant
images/normal (93).png,benign
images/benign (199).png,benign
images/benign (290).png,benign
images/benign (174).png,benign
images/malignant (42).png,malignant
images/benign (7).png,benign
images/malignant (35).png,malignant
images/malignant (59).png,malignant
images/benign (12).png,benign
images/malignant (166).png,malignant
images/benign (143).png,benign
images/malignant (82).png,malignant
images/normal (35).png,benign
images/normal (2).png,benign
images/malignant (1).png,malignant
images/malignant (34).png,malignant
images/benign (309).png,benign
images/malignant (29).png,malignant
images/benign (414).png,benign
images/benign (152).png,benign
images/benign (264).png,benign
images/malignant (48).png,malignant
images/benign (418).png,benign
images/benign (162).png,benign
images/benign (323).png,benign
images/malignant (175).png,malignant
images/benign (280).png,benign
images/benign (204).png,benign
images/benign (274).png,benign
images/benign (402).png,benign
images/normal (92).png,benign
images/normal (24).png,benign
images/malignant (49).png,malignant
images/malignant (117).png,malignant
images/benign (57).png,benign
images/malignant (168).png,malignant
images/benign (266).png,benign
images/malignant (178).png,malignant
images/benign (107).png,benign
images/benign (180).png,benign
images/benign (436).png,benign
images/benign (336).png,benign
images/normal (73).png,benign
images/benign (240).png,benign
images/benign (210).png,benign
images/malignant (77).png,malignant
images/malignant (130).png,malignant
images/benign (197).png,benign
images/normal (61).png,benign
images/benign (241).png,benign
images/benign (428).png,benign
images/malignant (36).png,malignant
images/benign (368).png,benign
images/benign (411).png,benign
images/benign (51).png,benign
images/benign (340).png,benign
images/benign (99).png,benign
images/normal (17).png,benign
images/benign (43).png,benign
images/malignant (174).png,malignant
images/benign (183).png,benign
images/malignant (11).png,malignant
images/benign (304).png,benign
images/benign (382).png,benign
images/benign (400).png,benign
images/benign (420).png,benign
images/normal (22).png,benign
images/benign (253).png,benign
images/normal (19).png,benign
images/benign (123).png,benign
images/benign (262).png,benign
images/malignant (46).png,malignant
images/benign (84).png,benign
images/benign (300).png,benign
images/benign (306).png,benign
images/malignant (193).png,malignant
images/malignant (143).png,malignant
images/benign (78).png,benign
images/malignant (182).png,malignant
images/malignant (43).png,malignant
images/malignant (115).png,malignant
images/benign (215).png,benign
images/benign (294).png,benign
images/malignant (30).png,malignant
images/benign (25).png,benign
images/normal (55).png,benign
images/benign (112).png,benign
images/normal (11).png,benign
images/benign (261).png,benign
images/benign (423).png,benign
images/malignant (109).png,malignant
images/benign (263).png,benign
images/benign (138).png,benign
images/benign (149).png,benign
images/benign (22).png,benign
images/malignant (41).png,malignant
images/benign (185).png,benign
images/benign (85).png,benign
images/normal (20).png,benign
images/normal (81).png,benign
images/normal (15).png,benign
images/malignant (98).png,malignant
images/benign (20).png,benign
images/malignant (199).png,malignant
images/benign (245).png,benign
images/benign (404).png,benign
images/malignant (86).png,malignant
images/benign (177).png,benign
images/benign (254).png,benign
images/benign (255).png,benign
images/normal (87).png,benign
images/benign (376).png,benign
images/malignant (183).png,malignant
images/malignant (138).png,malignant
images/benign (377).png,benign
images/normal (88).png,benign
images/benign (246).png,benign
images/malignant (105).png,malignant
images/benign (191).png,benign
images/benign (61).png,benign
images/malignant (68).png,malignant
images/benign (64).png,benign
images/malignant (209).png,malignant
images/benign (106).png,benign
