img_dir,label
images/1135_sagittal_5.000000.png,n
images/0671_sagittal_8.000000.png,n
images/0153_sagittal_4.000000.png,n
images/0296_sagittal_15.000000.png,n
images/0381_sagittal_20.000000.png,n
images/1141_sagittal_19.000000.png,n
images/0641_sagittal_7.000000.png,n
images/0621_sagittal_21.000000.png,n
images/0462_sagittal_5.000000.png,n
images/0600_sagittal_7.000000.png,n
images/0621_sagittal_8.000000.png,n
images/0244_sagittal_3.000000.png,n
images/0210_sagittal_21.000000.png,n
images/0099_sagittal_6.000000.png,n
images/1144_sagittal_5.000000.png,n
images/0983_sagittal_17.000000.png,n
images/0799_sagittal_5.000000.png,n
images/1141_sagittal_13.000000.png,n
images/0143_sagittal_4.000000.png,n
images/1119_sagittal_8.000000.png,n
images/0788_sagittal_20.000000.png,n
images/0984_sagittal_17.000000.png,n
images/0644_sagittal_12.000000.png,n
images/0110_sagittal_12.000000.png,n
images/0924_sagittal_2.000000.png,n
images/0272_sagittal_4.000000.png,n
images/0291_sagittal_3.000000.png,n
images/0476_sagittal_17.000000.png,n
images/0099_sagittal_13.000000.png,n
images/0362_sagittal_9.000000.png,n
images/0997_sagittal_7.000000.png,n
images/0267_sagittal_13.000000.png,n
images/0387_sagittal_6.000000.png,n
images/1072_sagittal_7.000000.png,n
images/0425_sagittal_14.000000.png,n
images/0525_sagittal_21.000000.png,n
images/0641_sagittal_19.000000.png,n
images/0387_sagittal_11.000000.png,n
images/1008_sagittal_11.000000.png,n
images/0558_sagittal_30.000000.png,n
images/0845_sagittal_3.000000.png,n
images/0644_sagittal_24.000000.png,n
images/1072_sagittal_8.000000.png,n
images/0823_sagittal_21.000000.png,n
images/1086_sagittal_19.000000.png,n
images/0077_sagittal_3.000000.png,n
images/0860_sagittal_18.000000.png,n
images/0868_sagittal_22.000000.png,n
images/0425_sagittal_5.000000.png,n
images/1005_sagittal_12.000000.png,n
images/0053_sagittal_6.000000.png,n
images/1005_sagittal_23.000000.png,n
images/1052_sagittal_18.000000.png,n
images/0227_sagittal_5.000000.png,n
images/1082_sagittal_5.000000.png,n
images/0772_sagittal_6.000000.png,n
images/0813_sagittal_5.000000.png,n
images/0872_sagittal_9.000000.png,n
images/1064_sagittal_1.000000.png,n
images/0023_sagittal_28.000000.png,n
images/0866_sagittal_16.000000.png,n
images/0998_sagittal_8.000000.png,n
images/0096_sagittal_16.000000.png,n
images/0641_sagittal_25.000000.png,n
images/0299_sagittal_4.000000.png,n
images/0548_sagittal_26.000000.png,n
images/0868_sagittal_12.000000.png,n
images/0387_sagittal_18.000000.png,n
images/1093_sagittal_24.000000.png,n
images/1093_sagittal_10.000000.png,n
images/0807_sagittal_5.000000.png,n
images/1131_sagittal_10.000000.png,n
images/0425_sagittal_20.000000.png,n
images/0475_sagittal_21.000000.png,n
images/0644_sagittal_5.000000.png,n
images/0597_sagittal_20.000000.png,n
images/0021_sagittal_11.000000.png,n
images/0296_sagittal_8.000000.png,n
images/0477_sagittal_17.000000.png,n
images/0017_sagittal_21.000000.png,n
images/0040_sagittal_7.000000.png,n
images/0337_sagittal_6.000000.png,n
images/0214_sagittal_3.000000.png,n
images/1140_sagittal_24.000000.png,n
images/0678_sagittal_18.000000.png,n
images/0874_sagittal_18.000000.png,n
images/0118_sagittal_8.000000.png,n
images/0565_sagittal_3.000000.png,n
images/0759_sagittal_12.000000.png,n
images/1086_sagittal_20.000000.png,n
images/0703_sagittal_3.000000.png,n
images/1138_sagittal_4.000000.png,n
images/0998_sagittal_4.000000.png,n
images/0879_sagittal_18.000000.png,n
images/0181_sagittal_7.000000.png,n
images/0450_sagittal_22.000000.png,n
images/0461_sagittal_4.000000.png,n
images/0410_sagittal_14.000000.png,n
images/0459_sagittal_28.000000.png,n
images/0504_sagittal_2.000000.png,n
images/1143_sagittal_13.000000.png,n
images/1005_sagittal_8.000000.png,n
images/0044_sagittal_21.000000.png,n
images/0462_sagittal_14.000000.png,n
images/0337_sagittal_19.000000.png,n
images/0227_sagittal_3.000000.png,n
images/1119_sagittal_17.000000.png,n
images/0685_sagittal_7.000000.png,n
images/0210_sagittal_19.000000.png,n
images/1008_sagittal_29.000000.png,n
images/0118_sagittal_20.000000.png,n
images/0461_sagittal_9.000000.png,n
images/0415_sagittal_15.000000.png,n
images/0860_sagittal_6.000000.png,n
images/0118_sagittal_4.000000.png,n
images/1011_sagittal_19.000000.png,n
images/0225_sagittal_4.000000.png,n
images/0077_sagittal_16.000000.png,n
images/0495_sagittal_19.000000.png,n
images/0230_sagittal_6.000000.png,n
images/1144_sagittal_11.000000.png,n
images/0825_sagittal_17.000000.png,n
images/0878_sagittal_31.000000.png,n
images/1142_sagittal_7.000000.png,n
images/0128_sagittal_16.000000.png,n
images/0879_sagittal_4.000000.png,n
images/0017_sagittal_22.000000.png,n
images/0245_sagittal_6.000000.png,n
images/0214_sagittal_5.000000.png,n
images/0984_sagittal_8.000000.png,n
images/0222_sagittal_13.000000.png,n
images/1005_sagittal_20.000000.png,n
images/0461_sagittal_19.000000.png,n
images/0420_sagittal_14.000000.png,n
images/0170_sagittal_15.000000.png,n
images/0879_sagittal_5.000000.png,n
images/0934_sagittal_16.000000.png,n
images/0459_sagittal_30.000000.png,n
images/1005_sagittal_11.000000.png,n
images/0227_sagittal_7.000000.png,n
images/1020_sagittal_23.000000.png,n
images/0025_sagittal_16.000000.png,n
images/0074_sagittal_25.000000.png,n
images/0099_sagittal_2.000000.png,n
