img_dir,label
images/1135_sagittal_5.000000.png,n
images/0012_sagittal_13.000000.png,n
images/0675_sagittal_19.000000.png,n
images/0381_sagittal_20.000000.png,n
images/1141_sagittal_19.000000.png,n
images/0571_sagittal_12.000000.png,n
images/1146_sagittal_16.000000.png,n
images/0808_sagittal_4.000000.png,n
images/0082_sagittal_9.000000.png,n
images/0244_sagittal_3.000000.png,n
images/0127_sagittal_6.000000.png,n
images/0799_sagittal_5.000000.png,n
images/1141_sagittal_13.000000.png,n
images/0143_sagittal_4.000000.png,n
images/0788_sagittal_20.000000.png,n
images/0984_sagittal_17.000000.png,n
images/0110_sagittal_12.000000.png,n
images/0700_sagittal_17.000000.png,n
images/0924_sagittal_2.000000.png,n
images/0272_sagittal_4.000000.png,n
images/0533_sagittal_15.000000.png,n
images/0291_sagittal_3.000000.png,n
images/0476_sagittal_17.000000.png,n
images/1149_sagittal_4.000000.png,n
images/0608_sagittal_10.000000.png,n
images/0362_sagittal_9.000000.png,n
images/0267_sagittal_13.000000.png,n
images/1072_sagittal_7.000000.png,n
images/0425_sagittal_14.000000.png,n
images/0525_sagittal_21.000000.png,n
images/1049_sagittal_16.000000.png,n
images/0883_sagittal_16.000000.png,n
images/0675_sagittal_8.000000.png,n
images/1008_sagittal_11.000000.png,n
images/0558_sagittal_30.000000.png,n
images/0283_sagittal_4.000000.png,n
images/0845_sagittal_3.000000.png,n
images/1072_sagittal_8.000000.png,n
images/0823_sagittal_21.000000.png,n
images/1086_sagittal_19.000000.png,n
images/0589_sagittal_7.000000.png,n
images/0425_sagittal_5.000000.png,n
images/0588_sagittal_6.000000.png,n
images/0580_sagittal_10.000000.png,n
images/0053_sagittal_6.000000.png,n
images/0744_sagittal_8.000000.png,n
images/1082_sagittal_5.000000.png,n
images/1133_sagittal_15.000000.png,n
images/0437_sagittal_14.000000.png,n
images/0228_sagittal_3.000000.png,n
images/1064_sagittal_1.000000.png,n
images/0023_sagittal_28.000000.png,n
images/0866_sagittal_16.000000.png,n
images/0066_sagittal_5.000000.png,n
images/0409_sagittal_18.000000.png,n
images/0096_sagittal_16.000000.png,n
images/0409_sagittal_7.000000.png,n
images/0548_sagittal_26.000000.png,n
images/1093_sagittal_24.000000.png,n
images/0808_sagittal_13.000000.png,n
images/1093_sagittal_10.000000.png,n
images/0807_sagittal_5.000000.png,n
images/0425_sagittal_20.000000.png,n
images/0117_sagittal_15.000000.png,n
images/0475_sagittal_21.000000.png,n
images/0021_sagittal_11.000000.png,n
images/0477_sagittal_17.000000.png,n
images/0017_sagittal_21.000000.png,n
images/1133_sagittal_6.000000.png,n
images/1027_sagittal_15.000000.png,n
images/0040_sagittal_7.000000.png,n
images/0337_sagittal_6.000000.png,n
images/0214_sagittal_3.000000.png,n
images/0992_sagittal_11.000000.png,n
images/1140_sagittal_24.000000.png,n
images/0992_sagittal_4.000000.png,n
images/0821_sagittal_19.000000.png,n
images/0011_sagittal_27.000000.png,n
images/0678_sagittal_18.000000.png,n
images/0012_sagittal_9.000000.png,n
images/0874_sagittal_18.000000.png,n
images/0625_sagittal_7.000000.png,n
images/0118_sagittal_8.000000.png,n
images/0675_sagittal_17.000000.png,n
images/0565_sagittal_3.000000.png,n
images/0342_sagittal_18.000000.png,n
images/1139_sagittal_19.000000.png,n
images/1086_sagittal_20.000000.png,n
images/0703_sagittal_3.000000.png,n
images/0744_sagittal_12.000000.png,n
images/1133_sagittal_5.000000.png,n
images/0258_sagittal_1.000000.png,n
images/0012_sagittal_10.000000.png,n
images/0879_sagittal_18.000000.png,n
images/0658_sagittal_24.000000.png,n
images/0808_sagittal_6.000000.png,n
images/0450_sagittal_22.000000.png,n
images/0461_sagittal_4.000000.png,n
images/0410_sagittal_14.000000.png,n
images/0459_sagittal_28.000000.png,n
images/0904_sagittal_7.000000.png,n
images/0504_sagittal_2.000000.png,n
images/0992_sagittal_28.000000.png,n
images/0044_sagittal_21.000000.png,n
images/0337_sagittal_19.000000.png,n
images/1008_sagittal_29.000000.png,n
images/0118_sagittal_20.000000.png,n
images/0461_sagittal_9.000000.png,n
images/0625_sagittal_6.000000.png,n
images/0491_sagittal_14.000000.png,n
images/0415_sagittal_15.000000.png,n
images/0118_sagittal_4.000000.png,n
images/0225_sagittal_4.000000.png,n
images/0082_sagittal_10.000000.png,n
images/0230_sagittal_6.000000.png,n
images/0825_sagittal_17.000000.png,n
images/0878_sagittal_31.000000.png,n
images/1142_sagittal_7.000000.png,n
images/0712_sagittal_27.000000.png,n
images/0879_sagittal_4.000000.png,n
images/0017_sagittal_22.000000.png,n
images/0214_sagittal_5.000000.png,n
images/0984_sagittal_8.000000.png,n
images/0222_sagittal_13.000000.png,n
images/0821_sagittal_5.000000.png,n
images/0461_sagittal_19.000000.png,n
images/0879_sagittal_5.000000.png,n
images/0533_sagittal_14.000000.png,n
